id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,target
74491,0.847,17527,109600,0,0,0,99.86,3,A,Rural,1
100130,0.253,17894,150140,0,0,0,98.95,10,C,Rural,1
22562,0.377,20084,255070,0,0,0,98.82,14,A,Urban,1
70633,0.035,23010,240100,0,0,0,99.47,15,B,Urban,1
98682,0.855,17169,162730,0,0,0,98.91,15,B,Urban,1
97892,0.096,14242,99080,0,0,0,99.14,9,C,Urban,1
4475,0.212,17160,162040,0,0,0,98.99,10,C,Rural,1
70048,0.042,16432,272120,0,0,0,99.5,22,D,Rural,1
74643,0.053,24462,350040,0,0,0,99.88,5,A,Rural,1
30537,0.942,16430,159190,0,0,0,98.06,15,D,Rural,1
15986,0.193,20446,255400,0,0,0,99.41,7,A,Rural,1
25901,0.926,18629,690040,3,0,0,98.91,14,C,Urban,1
39295,0.04,15702,252150,1,0,0,98.84,12,A,Urban,1
13672,1,9862,162550,1,1,1,99.67,5,B,Urban,1
8170,0.507,21546,176240,0,0,0,99.1,11,A,Urban,1
64404,1,18257,300060,0,0,0,99.18,4,D,Rural,1
97585,0.125,23004,120110,0,0,0,98.29,11,A,Urban,1
36735,0.02,14244,200050,0,0,0,98.73,13,A,Urban,1
76342,0.016,30309,125370,0,0,0,99.89,10,A,Urban,1
110930,0.052,23373,240080,0,0,0,99.64,9,A,Urban,1
67060,0.541,16795,210140,0,0,0,99.49,10,D,Urban,1
33903,1,19354,182520,1,2,0,99.68,3,A,Urban,1
86268,0,16069,99140,0,0,0,99.55,8,B,Urban,1
23530,0.031,11688,223430,0,0,0,99.17,17,A,Rural,1
60209,0.293,18256,150150,0,0,0,98.65,9,B,Rural,1
63680,0.014,27382,125110,0,0,0,99.36,12,A,Rural,1
36263,0.007,31402,87620,1,0,0,,6,A,Urban,1
22638,0.901,11694,65580,0,0,0,98.92,6,B,Urban,1
12651,0.338,15344,210120,0,0,0,98.32,17,B,Urban,1
45227,0,19725,57070,0,0,0,99.25,6,A,Urban,1
14472,0.133,14605,60690,0,0,0,99.82,4,C,Urban,1
96935,0.007,26653,78500,0,0,0,99.89,12,A,Urban,1
21262,0.104,18261,259370,0,0,0,98.9,21,D,Urban,0
42819,0.049,11687,250120,0,0,0,98.98,11,B,Urban,1
54936,0.062,25560,60110,0,0,0,99.86,7,A,Urban,1
29660,0.254,22271,87130,0,0,0,98.09,11,A,Urban,1
74383,0.418,20090,135040,1,0,1,99.65,14,A,Urban,1
13679,0.42,20815,187570,0,0,0,98.87,12,A,Rural,1
93616,0.004,13881,158030,0,0,0,99.1,14,A,Urban,1
106903,0.438,20448,320780,0,0,0,98.93,16,C,Urban,1
61929,0.894,15704,270040,0,0,0,99.61,6,A,Urban,1
95006,1,13150,145200,0,1,0,99.83,2,D,Urban,1
30977,0.043,19351,90960,1,0,0,98.59,13,B,Urban,1
64181,0.375,9860,105150,0,0,0,98.87,12,A,Urban,1
89392,0.478,21546,510070,0,0,0,98.02,11,B,Rural,1
61219,0.065,17160,270090,0,0,0,98.95,14,B,Rural,1
53807,0.033,26656,215130,0,0,0,99.87,15,A,Urban,1
12216,0.065,17890,199460,0,0,0,99.71,11,C,Rural,1
68732,0.241,16071,555110,1,0,0,99.04,18,A,Urban,1
3785,0.946,25199,90060,0,0,0,99.14,8,A,Rural,1
80956,0.053,18992,250170,0,0,0,99.46,8,A,Urban,1
16009,0.962,13148,120070,1,0,0,98.8,10,A,Urban,1
104105,0.42,10230,54120,0,0,0,99.54,5,A,Urban,1
9032,0,16436,154030,2,1,1,99.45,8,C,Urban,0
5700,0.089,16072,215290,0,0,0,98.72,16,D,Urban,1
15578,0.037,9496,163360,0,0,0,99.75,4,A,Rural,1
24446,0.096,22642,450050,0,0,0,99.35,22,B,Urban,1
30879,0.264,20816,135140,2,0,1,99.15,20,A,Rural,1
87814,0.018,24830,121360,0,1,0,99.54,10,A,Rural,0
25061,0,16433,141070,1,0,0,99.31,11,B,Urban,1
85900,0.332,13518,285080,0,0,0,98.62,11,B,Rural,1
75772,0.393,18261,179020,0,0,0,99.42,7,A,Rural,1
66245,0.281,12055,141460,0,0,0,98.94,11,C,Urban,1
97350,0.868,12786,132510,7,0,3,99.1,16,B,Urban,1
2421,0.223,13147,69130,0,0,0,99.07,11,B,Urban,1
100795,0.036,24833,232980,0,0,0,99.5,11,A,Urban,1
73300,1,16802,107240,0,0,0,,5,D,Urban,1
113496,0.047,11330,222600,0,0,0,99.77,6,A,Rural,1
15265,0.862,24833,144390,1,0,0,97.49,15,A,Urban,1
112833,0.088,24103,132120,0,0,0,99.37,15,A,Urban,1
53711,0.162,26658,138130,3,2,1,97.07,21,A,Urban,1
63161,0.048,14613,444070,0,0,0,99.2,9,D,Urban,1
93590,0.3,17165,216080,0,0,0,99.53,15,A,Urban,1
38750,1,14979,181920,1,0,1,99.11,12,C,Urban,1
78767,0.149,18626,307150,0,0,0,98.58,13,C,Rural,0
84412,0.655,15343,67030,0,0,0,99.8,6,A,Urban,1
70506,0,20087,84310,0,0,0,99.62,4,D,Urban,1
80908,0.008,29942,96150,0,0,0,99.72,9,B,Urban,1
73074,0.94,16795,244440,0,0,0,98.4,14,C,Urban,1
9172,0.153,18994,90050,0,0,0,98.64,8,C,Urban,1
84413,0.42,14248,130040,0,0,0,98.9,23,B,Urban,1
44919,1,11321,75050,0,0,0,99.52,6,A,Rural,1
14982,1,21540,270630,6,0,1,98.58,10,B,Rural,1
51391,0.002,24467,147520,0,0,0,99.5,7,A,Urban,1
15379,0.182,21546,225100,0,0,0,99.19,40,A,Urban,1
57216,0.165,24465,450150,0,0,0,99.08,13,A,Urban,1
76906,0.014,18995,150080,0,0,0,98.93,13,B,Rural,1
32757,1,22635,99980,1,0,0,98.98,3,A,Rural,0
10020,0.458,25926,106980,3,0,0,99.23,12,A,Urban,1
38585,0.585,18262,150050,0,0,0,97.91,14,D,Rural,1
33551,0.462,12786,150060,0,0,0,97.85,18,A,Urban,1
97322,0.225,14249,275910,1,0,0,98.75,20,B,Urban,1
32441,0.034,20085,96130,1,0,0,98.99,13,A,Urban,1
79682,0.253,18262,150130,0,0,0,99.15,19,A,Urban,1
51264,0,16434,102270,0,0,0,99.02,15,D,Urban,0
15934,0.561,16802,145900,1,0,0,99.08,12,B,Urban,1
14722,0.064,14242,100140,0,0,0,99.82,19,C,Rural,1
86129,0,15337,183040,0,0,0,99.33,9,E,Urban,1
67353,0.06,20449,118120,0,0,0,99.64,10,A,Urban,1
72408,0.149,21182,237030,0,0,0,99.23,13,A,Rural,1
29757,0,16065,187560,0,0,0,98.99,18,C,Urban,1
12871,0.16,27749,180070,0,0,0,98.86,17,B,Rural,1
89873,0.069,25563,78080,0,0,0,98.49,11,A,Urban,1
100398,0.101,21540,217580,0,0,0,98.79,13,A,Urban,1
85075,0.267,12421,167570,0,0,0,99.05,14,A,Rural,1
70701,0.529,16065,275040,1,0,0,99.5,8,C,Urban,1
60509,0.016,26292,106530,0,0,0,98.64,16,B,Urban,1
19277,0.245,14240,133500,0,1,0,98.33,13,A,Rural,1
88657,0.026,19725,120060,0,0,0,99.89,7,A,Urban,1
19646,0.753,19715,262650,1,0,0,98.74,15,C,Rural,1
22388,0.015,19359,120120,0,0,0,99.88,9,A,Urban,1
60881,0.282,19352,596050,0,0,0,98.98,14,C,Urban,1
3454,0.024,31765,187500,0,0,0,99.89,9,A,Urban,1
71970,1,10234,51150,1,0,0,99.33,5,C,Rural,1
18798,0.83,17899,120140,0,0,1,99.61,12,A,Rural,1
56389,0.063,23007,365080,0,0,0,99.36,9,C,Rural,1
85733,0.632,12780,197150,0,0,0,98.42,20,A,Urban,1
88244,0.735,20451,450040,0,0,0,99.85,5,A,Rural,1
61051,1,20450,80180,0,2,0,99.87,2,C,Urban,1
21278,0.086,19724,94740,0,0,0,99.79,7,A,Rural,1
84762,0.481,19359,145120,0,0,0,99.89,4,A,Urban,1
77925,0.296,23003,142650,0,0,0,99.39,10,B,Urban,1
4417,0.326,25559,153140,0,0,0,98.18,16,A,Urban,1
29109,0.037,12055,57730,2,0,0,97.62,10,B,Urban,1
87031,0.043,21910,139460,0,0,0,99.87,4,B,Rural,1
97443,0.656,14612,191930,0,0,0,98.54,15,C,Urban,1
57436,1,19718,45080,0,1,1,99.88,5,B,Urban,1
5278,0.03,14245,300090,0,0,0,99.39,12,A,Urban,1
92332,0.355,23738,199390,1,0,0,98.84,24,B,Urban,1
88695,0.049,17900,287250,0,0,0,99.87,8,D,Rural,1
16716,0.729,13155,1080060,0,0,0,99.68,9,B,Urban,1
30905,0.093,15340,451040,0,0,0,99.66,12,B,Urban,1
61741,0.178,14243,96060,0,0,0,98.43,9,C,Urban,1
42373,0.033,21542,139300,0,0,0,99.7,6,A,Urban,1
50523,0.057,21546,229910,0,0,0,99.87,6,A,Urban,1
31498,0.593,23736,115120,0,0,0,99.08,12,A,Rural,1
7611,0.324,10591,64970,0,0,0,98.99,5,B,Urban,1
54283,0.505,13149,177140,0,0,0,99.15,11,C,Rural,1
102897,0.955,16066,160570,5,0,1,99.23,12,A,Urban,1
886,0.23,16434,315070,0,0,0,99.57,10,A,Urban,1
17369,0.53,21915,267630,0,0,0,99.2,6,D,Rural,1
58086,1,22636,307570,0,0,0,99.24,4,A,Urban,0
70918,0.001,16430,261040,0,0,0,99.19,12,A,Rural,1
107467,0,16433,216890,1,0,0,99.81,8,A,Urban,1
45739,0.077,15342,240040,0,0,0,99.24,8,C,Urban,1
82539,1,13519,165640,0,0,0,99.89,3,C,Urban,1
76386,0.51,10230,180130,0,0,0,99.34,5,A,Rural,1
23213,0.006,10592,60100,1,0,0,99.17,9,A,Rural,1
22531,1,22640,69050,0,0,0,99.73,3,A,Urban,1
36318,1,20084,303170,1,2,0,99.64,4,A,Urban,1
61116,0.175,14977,198290,0,0,1,99.88,4,C,Urban,1
53028,0.947,17895,139140,0,0,0,98.35,9,A,Urban,1
35789,0.021,19355,225150,0,0,0,99.29,15,A,Rural,1
88589,0.039,25922,120110,0,0,0,99.32,20,B,Rural,1
109805,0.186,22272,173610,1,0,0,99.34,15,B,Rural,1
77611,0.078,31035,195080,0,0,0,99.86,8,A,Rural,1
57574,0.063,24099,146410,0,0,0,99.22,22,A,Urban,1
38238,0.462,13519,105090,0,0,0,99.12,9,B,Urban,1
102972,0.857,13884,246100,0,1,0,98.85,10,D,Urban,1
54760,0.382,14244,265070,0,0,0,98.52,12,C,Urban,1
5538,0.025,20082,350020,0,0,0,99.37,15,A,Rural,1
101993,0,13884,202630,0,0,0,98.9,9,A,Urban,1
58202,0.191,19357,619630,0,0,0,98.35,23,B,Rural,1
63376,0.945,12420,412640,0,0,0,98.64,13,A,Urban,1
4881,0.833,13882,135140,0,0,0,98.91,14,B,Urban,1
73402,0.037,18623,292600,0,0,0,99.38,10,A,Rural,1
22964,0.337,16798,362600,1,0,0,98.93,21,D,Rural,1
10524,0.429,17170,93280,0,0,0,98.85,6,A,Rural,1
82027,0.187,17891,687040,0,0,0,99.36,15,B,Rural,1
3411,0.627,16803,297070,4,0,0,,19,C,Rural,0
10746,0.398,20450,300100,0,0,0,98.53,20,A,Rural,1
13259,0.415,16074,90050,0,0,0,99.51,6,C,Urban,1
78099,0.515,20453,234430,0,0,0,98.42,12,B,Rural,1
50035,0.014,16438,123050,0,0,0,99.53,10,D,Urban,1
18399,0.161,22639,472580,1,0,1,99.14,16,B,Urban,1
69161,0.04,14610,95080,0,0,0,98.39,8,C,Urban,1
38894,0,20084,87540,0,0,0,98.92,9,A,Urban,1
90603,0.023,28119,215040,0,0,0,99.47,14,B,Rural,1
102325,0.093,23367,381070,0,0,0,99.13,11,A,Urban,1
42144,0.783,18626,391320,4,0,1,99.06,23,D,Rural,0
70117,0.051,15337,1264770,0,0,0,99.67,59,C,Urban,0
99837,0.044,17160,212580,0,0,0,,5,A,Rural,1
42227,0.457,19353,62520,0,0,0,98.96,13,A,Urban,1
11497,0.276,22272,241370,0,0,0,98.92,10,A,Urban,1
83433,0.006,23735,157190,0,0,0,98.59,12,B,Rural,1
47210,0.037,24096,44730,0,0,0,99.51,7,A,Rural,1
64077,0.376,17899,288140,0,0,0,99.25,8,C,Urban,1
17617,0.017,23004,231730,0,0,0,98.84,14,A,Urban,1
98515,0.265,16800,275210,0,0,0,99.24,18,A,Urban,1
100598,0.262,18258,195080,0,0,0,99.85,6,A,Urban,1
11930,0.144,21549,108130,1,0,2,98.54,12,D,Urban,1
84853,0.686,13883,372530,0,0,0,98.5,15,D,Urban,1
93355,0.005,11690,102130,0,0,0,99.47,7,D,Urban,1
39927,0.091,22638,178460,0,0,0,99.61,7,A,Rural,1
59351,0,22641,93060,0,0,0,98.18,9,B,Urban,1
99889,1,24095,143730,0,0,1,99.66,4,D,Urban,1
91997,1,12059,1350040,6,5,1,99.3,12,A,Rural,0
85617,0.369,19720,411670,0,0,0,99.03,15,A,Urban,1
3755,0.104,22635,135140,1,0,0,97.97,13,A,Urban,1
14825,0.031,19355,200130,0,0,0,99.67,7,C,Urban,1
58750,0.372,20088,207110,0,2,2,99.62,8,C,Urban,0
59283,0.576,26288,330080,0,0,0,99.24,14,A,Rural,1
8140,0.003,21909,498120,0,0,0,99.32,16,C,Urban,1
109422,0.437,21182,322440,0,0,0,98.93,13,A,Urban,1
23216,0.594,18994,148040,0,0,0,98.19,16,A,Urban,1
103600,0.337,13510,240070,0,0,0,99.11,15,A,Urban,1
104332,0.757,16802,246050,0,0,0,99.66,4,C,Rural,1
98378,0.1,19725,270070,1,0,0,99.05,19,A,Rural,1
5442,0,12423,211110,0,0,0,99.25,9,A,Urban,1
54916,0.077,16071,131100,1,0,0,98.35,13,B,Urban,1
70706,0.91,18628,462580,3,1,0,99.11,15,C,Urban,0
12391,0.099,18989,283580,0,0,0,99.88,4,A,Urban,1
86710,0.634,19354,350030,0,0,0,98.49,19,A,Urban,1
1682,0.748,13145,80690,0,0,0,99.84,3,B,Urban,1
58133,0.291,17900,135120,0,0,0,98.29,20,B,Urban,1
71411,0.183,17162,252020,0,0,0,98.96,8,D,Urban,1
39989,0.008,22277,255020,0,0,0,99.6,10,B,Urban,1
48637,0,14611,195110,0,0,0,98.26,15,C,Rural,1
85932,0.126,18986,51140,0,0,0,99.85,4,A,Urban,1
102764,0.005,28119,54090,0,0,0,99.88,10,B,Rural,1
12001,0.146,23371,191140,0,0,0,98.63,28,A,Urban,1
78834,0.056,20455,274220,0,0,0,98,13,D,Urban,1
74241,0.107,9500,63580,0,0,0,98.06,12,A,Urban,1
48657,0.259,18261,332920,3,0,0,99.3,18,E,Rural,1
5632,0,11695,65860,0,0,0,98.54,7,B,Urban,1
109878,1,13155,199920,0,0,0,99.71,5,A,Rural,1
40564,0.023,24105,488620,0,0,0,99.5,14,A,Urban,1
112110,0.043,21542,337560,1,0,0,99.24,10,B,Urban,1
15082,1,10234,75050,0,0,0,99.56,3,A,Urban,1
60960,0.444,22274,57750,0,0,0,98.24,10,A,Urban,1
32069,1,13517,114070,0,0,1,,4,A,Urban,1
28567,0.28,14241,92610,0,0,0,99.61,6,D,Rural,1
91118,0.194,29580,90030,0,0,0,99.01,28,A,Urban,1
65073,0,13881,120120,0,0,0,,6,A,Urban,1
62639,0.054,16074,337610,1,0,0,99.06,11,C,Urban,1
99320,0.005,26285,72080,2,0,0,99.69,9,A,Urban,1
91227,0.917,19355,166430,0,0,0,97.1,16,C,Rural,1
101458,0.117,24463,414120,0,0,0,99.41,9,B,Urban,1
1327,0.78,8044,42040,1,0,0,99.76,5,A,Urban,1
57453,0.124,14613,240050,0,0,0,98.58,14,D,Urban,1
60653,0.001,23005,147120,0,0,0,98.8,17,B,Urban,0
24388,0.741,19720,149070,1,0,0,98.71,10,B,Urban,1
76545,0.357,21906,245050,0,0,1,98.35,24,A,Urban,1
82491,0.006,14248,203490,2,1,0,99.06,10,B,Urban,1
64514,0.082,23374,173960,0,0,0,99.61,27,A,Urban,1
58292,0.027,16072,81960,0,0,0,99.59,9,A,Urban,1
94831,0.04,22276,386310,0,0,0,99.66,8,A,Urban,1
42893,0.011,18262,285150,0,0,0,99.45,24,D,Urban,1
15344,0.164,27017,288280,0,0,0,99.02,12,A,Urban,1
94820,0.149,17533,178580,0,0,0,99.25,10,B,Urban,1
48147,0.921,10962,92610,0,0,0,98.47,12,A,Rural,0
23418,0.008,24099,240090,0,0,0,,6,A,Rural,1
80359,0.098,21541,55080,1,0,0,99.84,9,A,Rural,1
96956,0.021,24099,71980,0,0,0,98.93,18,A,Urban,1
79198,0.002,20815,225070,0,0,0,99.28,14,A,Rural,1
90424,0.116,16436,144060,0,0,0,98.86,18,C,Rural,1
60883,0.09,19360,325140,0,0,0,99.37,18,A,Rural,1
75416,0.136,15339,219070,0,0,0,99.22,13,C,Rural,1
97986,0.843,17529,358100,0,0,0,98.92,8,A,Rural,1
101912,0.017,17529,339240,0,0,0,99.06,18,D,Urban,1
67025,0.005,29575,167760,0,0,0,99.13,10,A,Rural,1
64511,0.177,29212,185130,0,0,0,99.62,21,B,Urban,1
70542,0.125,26651,120100,0,0,0,99.5,16,B,Urban,1
24007,0.945,15707,348130,0,0,0,99.21,12,B,Rural,1
41696,0.849,17162,160140,0,0,0,98.24,15,D,Urban,1
88314,0.005,10599,151720,0,0,0,99.06,10,A,Urban,1
64540,0.786,18628,203570,0,0,0,98.51,17,A,Urban,1
79612,0.142,19357,90030,0,0,0,96.61,11,A,Urban,1
47307,0.027,28116,75060,0,0,0,99.89,3,A,Urban,1
3273,0.924,14972,135070,4,2,1,98.63,10,B,Urban,1
36727,0.007,18989,306130,1,0,0,99.26,20,A,Urban,1
43372,0.284,17900,62520,0,0,0,97.8,7,D,Urban,1
93234,0.099,13150,225090,0,0,0,99.17,12,D,Urban,1
113740,0.04,12784,225110,0,0,0,99.33,13,B,Urban,1
8944,0,17898,246050,0,0,0,99.29,11,B,Rural,1
1889,0.068,16068,234090,0,0,0,99.04,5,A,Urban,1
36383,0.095,14247,112550,0,0,0,99.57,8,A,Urban,1
1787,0.193,10228,93100,0,0,0,99.11,8,A,Rural,1
12255,0.018,29579,180080,0,0,0,98.99,16,A,Rural,1
43493,0.194,16067,261410,0,0,0,98.93,15,C,Urban,1
36946,1,14248,92420,2,1,0,98.88,8,A,Rural,1
15418,0.015,8406,24720,0,0,0,99.89,5,A,Rural,1
1948,0.112,24826,186080,0,0,0,99.58,10,A,Urban,1
452,0.024,28476,105090,0,0,0,99.42,16,A,Rural,1
7,0.003,16797,660040,1,0,0,99.65,9,B,Urban,1
87096,0.604,25557,150080,0,0,0,98.41,10,B,Rural,1
32976,0.379,25199,67450,0,0,0,99.31,10,A,Urban,1
91527,0.451,15345,150120,0,0,0,99.17,15,B,Rural,1
21009,0.122,17529,545010,0,0,0,99.24,11,A,Urban,1
6218,0,17898,78080,1,0,0,99.23,10,B,Rural,1
3387,0.014,29935,81050,0,0,0,99.88,12,A,Rural,1
85999,0.48,14971,292580,0,0,0,99.33,13,D,Rural,1
98051,1,24828,741060,1,0,0,99.19,7,A,Rural,0
84096,0.829,14611,129070,0,0,0,99.53,11,C,Rural,1
18108,0.883,14979,81060,0,0,0,99.43,5,D,Urban,1
110893,0.068,11691,160480,0,0,0,99.53,13,A,Urban,1
113282,0,18987,158410,0,0,0,99.03,10,B,Urban,1
56080,0.564,16066,111850,1,0,0,99.58,9,D,Rural,1
66128,0.004,17535,167610,0,0,0,99.39,5,A,Urban,1
3760,1,18995,67120,0,2,0,98.16,5,C,Urban,1
55193,0.019,17893,135240,0,0,0,99.06,8,C,Urban,1
82872,0.158,21542,84040,0,0,0,97.68,18,A,Urban,1
95299,0.502,18627,117100,0,0,2,98.09,13,B,Urban,1
110792,0.002,9864,90080,0,0,0,99.57,5,A,Urban,1
64745,0.126,25922,282150,0,0,0,99.74,11,A,Rural,1
38993,0.029,10960,48110,0,0,0,99.7,5,A,Urban,1
44952,0.046,24097,120110,0,0,0,99.44,10,B,Rural,1
5266,0.362,9134,159120,0,0,0,99.56,11,A,Rural,1
54204,0.201,23736,250400,0,0,0,99.79,10,A,Urban,1
60004,0.53,17893,152080,0,0,0,99.46,17,A,Urban,1
49013,0.215,18625,50430,0,0,0,95.93,13,B,Urban,1
8673,0.196,20813,333880,0,0,0,99.27,9,A,Urban,1
53771,0.321,17896,232520,0,0,0,99.01,12,B,Urban,1
100151,0.013,28840,75030,0,0,0,99.88,13,A,Urban,1
8269,0,23004,93000,0,0,0,,3,A,Urban,1
96759,0.239,23365,75150,0,0,0,99.7,4,A,Rural,1
92059,0.192,22274,96070,1,0,0,98.79,19,A,Urban,1
61608,0.046,25930,198090,0,0,0,99.88,9,A,Rural,1
46554,1,9138,75030,0,1,0,,5,A,Urban,1
27694,0.276,8045,49100,0,0,0,99.36,5,A,Urban,1
97167,0.788,16436,137560,2,2,1,99.79,4,D,Urban,1
23025,0.022,23004,187240,0,0,0,,5,A,Rural,1
70714,0.069,23738,189150,0,0,0,99.52,11,A,Urban,1
73270,0.924,17893,132120,0,0,0,99.06,7,D,Rural,1
42534,0.217,18257,322550,0,0,0,99.41,13,D,Urban,1
16139,0.064,22636,450060,0,0,0,99.62,8,A,Urban,1
14022,0.87,18995,246130,0,0,0,98.68,10,A,Urban,1
105266,0.058,27015,157630,0,0,0,99.86,7,A,Rural,1
12155,0.007,28842,195060,0,0,0,99.25,11,A,Rural,1
113428,0.013,24832,109620,0,0,0,98.98,20,A,Urban,1
21051,0.127,14247,121780,0,0,0,98.89,16,B,Urban,1
37873,0.717,15705,162540,0,0,0,98.8,8,A,Rural,1
106096,0,9498,112650,0,0,2,99.1,6,A,Urban,1
34603,0.032,18990,150120,0,0,0,96.1,11,D,Rural,1
20559,1,9134,75140,1,0,0,99.53,3,A,Urban,1
28767,0.069,25563,350080,0,0,0,99.87,7,A,Urban,1
1949,0.002,14613,122790,0,0,0,98.57,8,D,Urban,1
55765,0.142,18262,420030,1,0,1,99.25,13,D,Urban,1
4657,1,15700,89510,0,0,0,98.73,5,A,Rural,0
18855,0.459,22271,250110,0,0,0,98.8,14,A,Rural,1
87959,0.128,20819,285120,0,0,0,99.87,5,B,Urban,1
73925,0.139,13877,136840,0,0,0,97.97,18,C,Urban,1
190,0.199,25928,183080,0,0,0,99.61,16,A,Urban,1
18416,0.618,15341,215090,0,0,0,99.63,5,B,Urban,1
69504,0.129,28842,240090,0,0,0,99.2,11,A,Urban,1
8526,0.856,20086,125030,0,0,0,99.03,14,A,Urban,1
26310,0,25193,69070,0,0,0,,3,A,Urban,1
58407,0.118,24469,218350,0,0,0,99.14,6,A,Urban,1
708,0,8766,33030,0,0,0,,3,A,Rural,1
84660,0.024,23005,225030,0,0,0,99.64,17,A,Rural,1
54771,0.092,26288,242570,0,0,0,98.92,20,A,Urban,1
42852,0.616,15707,225140,0,1,0,99.75,12,A,Rural,1
105863,0.002,20813,105070,0,0,0,98.9,17,B,Urban,1
37848,0.743,16804,127100,0,0,0,98.33,12,B,Urban,1
91580,0.241,12056,206390,0,0,0,99.78,7,A,Urban,1
52014,0.22,8770,144760,0,0,0,99.87,8,A,Rural,1
44392,0.355,27016,30140,0,0,0,96.52,11,A,Urban,0
78921,0.089,17167,266630,0,0,0,99.73,11,B,Urban,1
98194,0.009,24103,174970,0,0,0,99.81,12,B,Urban,1
1767,0.11,14973,900100,1,0,0,99.29,8,D,Urban,1
18457,0.005,21909,260100,0,0,0,99.56,13,D,Rural,1
92472,0.031,22271,128910,0,0,0,99.15,7,B,Urban,1
77753,0.627,14244,105080,1,0,0,98.71,10,D,Urban,0
83591,0.734,24468,275090,0,0,0,99.56,13,A,Urban,1
110189,0.88,13518,172300,1,0,0,99.59,11,C,Rural,0
29560,0.062,23370,193250,0,0,0,99.31,15,A,Rural,1
38119,0.005,23732,123090,0,0,0,99.58,19,B,Rural,1
26436,0.601,17170,187040,0,0,0,99.18,10,C,Rural,0
62193,1,16071,32700,0,0,0,98.96,6,C,Urban,1
57452,0.042,19356,87460,0,0,0,98.55,20,A,Urban,1
21281,1,16438,119960,0,0,0,99.19,7,A,Urban,1
15971,1,9860,240150,0,0,0,99.88,9,A,Urban,1
23788,0.15,16071,112530,0,0,0,98.45,9,A,Urban,1
111920,0.211,13152,120060,0,0,0,98.83,7,C,Urban,1
54109,0.166,16431,300070,0,0,0,99.84,8,B,Rural,1
111894,0.028,24098,129560,0,0,0,99.64,8,B,Urban,1
105014,0.136,27381,62830,0,0,0,99.68,8,A,Urban,1
109883,0.285,20814,48120,0,0,0,98.48,9,A,Rural,1
52977,0.001,12053,190020,0,0,0,99.26,10,A,Urban,1
52512,0.102,23368,114050,0,0,0,99.07,11,A,Urban,1
83417,0.01,14972,219150,1,0,0,98.84,12,C,Urban,1
72195,0.146,11690,115100,0,0,0,99.16,4,B,Rural,1
99992,0.354,16066,333800,0,0,0,99.35,7,A,Rural,1
19367,0.082,20450,209120,0,0,0,99.05,8,D,Rural,1
66892,0,13149,225110,0,0,0,98.72,6,C,Rural,1
27107,0.21,12058,137590,0,0,0,99.71,7,A,Rural,1
46537,0.763,16802,127620,0,0,0,98.48,12,A,Rural,1
94343,0.002,17165,30150,0,0,0,,4,A,Rural,1
37467,0.45,12058,487590,0,0,0,99.43,13,B,Urban,1
96092,0.619,16801,187640,0,0,0,98.99,7,B,Rural,1
79638,0.101,21179,909140,0,0,0,99.38,20,C,Urban,1
43048,0.013,27025,69130,0,0,0,99.88,14,A,Rural,1
56781,0.007,20447,501140,0,0,0,99.37,6,D,Urban,1
8131,0.02,18263,342090,0,0,0,99.3,12,C,Urban,1
6397,0.804,12055,199320,0,0,0,99.45,7,A,Urban,1
16827,0.403,9137,90120,0,0,0,,3,A,Urban,1
23330,0.133,20815,435060,0,0,0,99.43,8,B,Urban,1
97049,0,21177,240090,0,0,0,98.85,7,B,Urban,1
66574,0.053,22642,255060,0,0,0,99.66,10,D,Rural,1
109097,0.23,23003,186150,0,0,0,99,11,A,Rural,1
105333,0,28480,262020,0,0,0,99.43,20,A,Urban,1
81723,0.348,21912,370130,0,0,0,99.18,14,B,Rural,1
83907,0.001,17169,300030,0,0,0,99.31,7,C,Urban,1
20858,0.038,22640,90040,0,0,0,99.31,30,C,Urban,1
101386,0.174,9500,211260,0,0,0,98.96,12,A,Urban,1
51606,0.411,10594,31590,0,0,0,98.05,12,A,Rural,0
105740,0.567,12780,190120,0,0,1,99.62,10,C,Urban,1
119,0.915,10590,96120,3,0,0,99.46,7,A,Urban,1
93957,0,24463,100710,0,0,0,99.71,8,C,Urban,1
70641,0,30673,104190,0,0,0,,3,A,Rural,1
89246,0.939,14979,228370,0,0,0,99.38,15,D,Urban,1
79808,0.023,21185,150150,0,0,0,99.88,7,C,Urban,1
12545,0.923,15344,135050,0,2,2,98.48,9,B,Rural,0
83526,0.091,20811,258090,0,0,0,99.01,17,A,Urban,1
37160,0.144,16797,81100,0,0,0,99.16,6,A,Urban,1
40974,0.461,19719,72100,0,0,0,99.17,11,A,Urban,1
13554,0.001,27387,195100,0,0,0,99.78,5,A,Urban,1
76099,0,10957,64420,0,0,0,98.98,9,A,Urban,1
40291,0.558,17893,118050,0,0,0,99.19,9,A,Rural,1
87908,0.183,17896,172650,0,0,0,99.22,8,A,Urban,1
17789,0,14976,196840,1,0,0,99.57,11,B,Urban,1
19598,0.047,14249,200050,0,0,0,99.19,14,D,Urban,1
8442,1,10957,36100,0,0,1,,3,A,Urban,1
70198,0.168,13882,120110,0,0,0,98.87,7,C,Urban,1
86185,0.895,18995,114130,0,0,0,98.71,17,A,Rural,1
64522,0.061,22645,147580,1,0,0,98.68,13,D,Urban,1
